title,author,isbn
Cloud Atlas,David Mitchell,9780375507250
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,9780060589462
The Martian,Andy Weir (Goodreads Author),9780804139021
The Firm,"John Grisham (Goodreads Author), Robin Waterfield (Adapter)",9780582418271
The Last Song,Nicholas Sparks (Goodreads Author),9780446547567
My Ántonia,Willa Cather,9781583485095
Shatter Me,Tahereh Mafi,9780062085481
The Amber Spyglass,Philip Pullman,9780440238157
Doctor Zhivago,"Boris Pasternak, John Bayley (Introduction), Max Hayward (Translator), Manya Harari (Translator)",9780679774389
The Hunchback of Notre-Dame,"Victor Hugo, Walter J. Cobb (Translator)",9780451527882
Robinson Crusoe,"Daniel Defoe, Virginia Woolf (Introduction)",9999999999999
Inferno,"Dante Alighieri, Anthony M. Esolen (Translator)",9780812970067
Like Water for Chocolate,"Laura Esquivel, Thomas Christensen (Goodreads Author) (Translator), Carol Christensen (Translator)",9780552995870
Breakfast at Tiffany's and Three Stories,Truman Capote,9999999999999
Room,Emma Donoghue (Goodreads Author),B003YFIUW8
Dragonfly in Amber,Diana Gabaldon (Goodreads Author),9780385335973
Breakfast of Champions,Kurt Vonnegut Jr.,9780385334204
The BFG,"Roald Dahl, Quentin Blake (Illustrator)",9780141311371
Six of Crows,Leigh Bardugo (Goodreads Author),9781627792127
Harry Potter Series Box Set,J.K. Rowling,9780545044257
The Origin of Species,Charles Darwin,9780785819110
A Fine Balance,Rohinton Mistry,9781400030651
Daughter of Smoke & Bone,Laini Taylor (Goodreads Author),9780316134026
The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov (Introduction), Mervyn Peake (Illustrator), Théo Varlet (Translation), Patrick Horgan (Narrator), Dan Chaon (Goodreads Author) (Afterword)",9780451528957
City of Heavenly Fire,Cassandra Clare (Goodreads Author),9781481426305
Evermore,Alyson Noel (Goodreads Author),9780312532758
The Subtle Knife,Philip Pullman,B00SSJYF8S
Death of a Salesman,Arthur Miller,9780435233075
11/22/63,Stephen King (Goodreads Author),9781451627282
The Plague,"Albert Camus, Stuart Gilbert (Translator)",9999999999999
Midnight in the Garden of Good and Evil,John Berendt,9780679751526
A Streetcar Named Desire,Tennessee Williams,9780822210894
Infinite Jest,David Foster Wallace,9780316921176
The Prince,"Niccolò Machiavelli, Rufus Goodwin (Translator), Benjamin Martinez (Illustrator)",9780937832387
Hamlet,"William Shakespeare, Harold Bloom (Contributor), Rex Gibson (Editor)",9780521618748
"Faust, First Part","Johann Wolfgang von Goethe, Peter Salm (Translator)",9780553213485
Snow Flower and the Secret Fan,Lisa See (Goodreads Author),B000FCK71U
The Remains of the Day,Kazuo Ishiguro,9999999999999
Anna and the French Kiss,Stephanie Perkins (Goodreads Author),9780525423270
A Feast for Crows,George R.R. Martin,9780553582024
The Angel Experiment,James Patterson (Goodreads Author),9780446617796
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,9999999999999
Matched,Ally Condie (Goodreads Author),9780525423645
Flowers in the Attic,V.C. Andrews,9780743496315
The Shipping News,Annie Proulx,9780743225427
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,9781400064168
The Scarlet Pimpernel,Emmuska Orczy,9781576469231
Hopeless,Colleen Hoover (Goodreads Author),9781301949823
Jonathan Strange & Mr Norrell,Susanna Clarke,9999999999999
The Chosen,Chaim Potok,9780449213445
High Fidelity,Nick Hornby,9781573225519
"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,9999999999999
All the Light We Cannot See,Anthony Doerr (Goodreads Author),9781476746586
Houdini Heart,Ki Longfellow (Goodreads Author),9780975925515
Artemis Fowl,Eoin Colfer,9780786817870
Pippi Longstocking,"Astrid Lindgren, Florence Lamborn (Translator), Louis S. Glanzman (Illustrator)",9780142402498
The Tales of Beedle the Bard,J.K. Rowling,9780747599876
The Virgin Suicides,Jeffrey Eugenides,9780747560593
The Reader,"Bernhard Schlink, Carol Brown Janeway (Translator)",9780375408267
Nineteen Minutes,Jodi Picoult (Goodreads Author),9780743496728
The House of Hades,Rick Riordan (Goodreads Author),9781423146728
Shantaram,Gregory David Roberts,9781920769208
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson (Goodreads Author),9780609608449
Redeeming Love,Francine Rivers (Goodreads Author),9781590525135
The Age of Innocence,"Edith Wharton, Maureen Howard (Introduction)",9781593081430
The Host,Stephenie Meyer,9780316068048
The Lost Symbol,Dan Brown (Goodreads Author),9780385504225
Neuromancer,William Gibson,B000O76ON6
Betrayed,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",9780312360283
Waiting for Godot,Samuel Beckett,9999999999999
The Grapes of Wrath,John Steinbeck,9780670016907
Northanger Abbey,"Jane Austen, Alfred J. Mac Adam (Introduction)",9781593082642
The Voyage of the Dawn Treader,"C.S. Lewis, Pauline Baynes (Illustrator)",9780061125270
Dubliners,"James Joyce, Jeri Johnson (Editor, Introduction and Notes)",9780192839992
Lover Awakened,J.R. Ward (Goodreads Author),9780451219367
War and Peace,"Leo Tolstoy, Henry Gifford (Editor), Aylmer Maude (Translator), Louise Maude (Translator), Vladimir Levstik (Translator)",9999999999999
A Court of Thorns and Roses,Sarah J. Maas (Goodreads Author),9781619634442
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells (Goodreads Author),9780060759957
The Waste Land,"T.S. Eliot, Michael North (Editor)",9780393974997
Untamed,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",9780312379834
Everything Is Illuminated,Jonathan Safran Foer (Goodreads Author),9780060529703
A Dance with Dragons,George R.R. Martin,9999999999999
Crown of Midnight,Sarah J. Maas (Goodreads Author),9781619630628
To the Lighthouse,Virginia Woolf,9781406792393
I Know Why the Caged Bird Sings,Maya Angelou,9780553279375
"I, Robot",Isaac Asimov,9780553803709
The Twilight Collection,Stephenie Meyer,9780316003728
The Pearl,John Steinbeck,9780142000694
The One,Kiera Cass (Goodreads Author),9780062059994
The Jungle,"Upton Sinclair, Earl Lee (Goodreads Author) (Foreword), Kathleen DeGrave (Introduction)",9781884365300
Carrie,Stephen King (Goodreads Author),9781416524304
Snow Falling on Cedars,David Guterson,9780679764021
Voyager,Diana Gabaldon (Goodreads Author),9780385335997
"I, Claudius",Robert Graves,9780679724773
Heir of Fire,Sarah J. Maas (Goodreads Author),9781619630659
Me Talk Pretty One Day,David Sedaris,9780349113913
Chosen,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",9780312360306
A Room with a View,E.M. Forster,9781420925432
Bleak House,"Charles Dickens, Nicola Bradbury (Annotations), Hablot Knight Browne (Illustrations)",9780143037613
The Republic,"Plato, Desmond Lee (Translator), Maria Helena da Rocha Pereira (Translator), Benjamin Jowett (Translator)",9780140449143
The Last Battle,C.S. Lewis,9780007202324
The Exorcist,William Peter Blatty,9780061007224
The Elephant Tree,R.D. Ronald,9781848764569
Coraline,"Neil Gaiman (Goodreads Author), Dave McKean (illustrator)",9780061139376
Demian: Die Geschichte von Emil Sinclairs Jugend,"Hermann Hesse, Thomas Mann (Introduction)",9783518367063
The 5th Wave,Rick Yancey,9780399162411
The Iron King,Julie Kagawa (Goodreads Author),9780373210084
Quantum Roots II: Worm Holes,Kyle Keyes,9780986437496
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz (Goodreads Author),9781442408920
The Arabian Nights,"Anonymous, Richard Francis Burton (Translator), A.S. Byatt (Introduction)",9780812972146
The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson (Editor)",9999999999999
Torment,Lauren Kate (Goodreads Author),9780385739146
Bloodlines,Richelle Mead (Goodreads Author),9781595143174
Mistress Suffragette,Diana Forbes (Goodreads Author),B06XG3G2TF
Vanity Fair,"William Makepeace Thackeray, John Carey (Editor/Introduction)",9780141439839
Wizard's First Rule,Terry Goodkind,9780765346520
North and South,Elizabeth Gaskell,9780140620191
Brideshead Revisited,Evelyn Waugh,9780316926348
The God Delusion,Richard Dawkins (Goodreads Author),9780618680009
Pet Sematary,Stephen King (Goodreads Author),9999999999999
Of Human Bondage,"W. Somerset Maugham, Benjamin DeMott (Introduction), Maeve Binchy (Afterword)",9780451530172
Snow Crash,Neal Stephenson (Goodreads Author),B000FBJCJE
World War Z: An Oral History of the Zombie War,Max Brooks (Goodreads Author),9780307346605
A Great and Terrible Beauty,Libba Bray (Goodreads Author),9780689875342
Bared to You,Sylvia Day (Goodreads Author),9780425276761
The Witching Hour,Anne Rice,9780099471424
The War of the Worlds,"H.G. Wells, Arthur C. Clarke (Introduction)",9780375759239
The Summoning,Kelley Armstrong (Goodreads Author),9780061662690
"Cry, the Beloved Country",Alan Paton,9780743261951
Johnny Got His Gun,Dalton Trumbo,9780806512815
Chocolat,Joanne Harris (Goodreads Author),9780141000183
Halfway to the Grave,Jeaniene Frost (Goodreads Author),9780061245084
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson (Goodreads Author), David Oliver Relin",9780143038252
Perfect Chemistry,Simone Elkeles (Goodreads Author),9780802798237
Red Queen,Victoria Aveyard (Goodreads Author),9780062310637
City of Glass,Cassandra Clare (Goodreads Author),9781416914303
The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Cassandra Clare (Goodreads Author),9781416997856
The Woman in White,"Wilkie Collins, Matthew Sweet (Annotations)",9780141439617
Angels & Demons,Dan Brown (Goodreads Author),9781416524793
Just Listen,Sarah Dessen (Goodreads Author),9780670061051
2001: A Space Odyssey,Arthur C. Clarke,9780451457998
The Truth About Forever,Sarah Dessen (Goodreads Author),9780142406250
A Discovery of Witches,Deborah Harkness (Goodreads Author),9780670022410
Unwind,Neal Shusterman (Goodreads Author),9781416912040
Trainspotting,Irvine Welsh,9780099465898
Are You My Mother?,P.D. Eastman,9780001713222
Cannery Row,John Steinbeck,9780142000687
Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat (Editor), Paul Werstine (Editor), Robert Jackson (Editor), Gail Kern Paster (Contributor)",9780743482752
Swann's Way,"Marcel Proust, Lydia Davis (Translator)",9780142437964
Sarah's Key,Tatiana de Rosnay (Goodreads Author),9780312370831
The Polar Express,"Chris Van Allsburg, Liam Neeson (Narrator)",9780395389492
Acheron,Sherrilyn Kenyon (Goodreads Author),9780312362157
Lady Chatterley's Lover,D.H. Lawrence,9780394604305
The Elite,Kiera Cass (Goodreads Author),9780062059963
Silence,Becca Fitzpatrick (Goodreads Author),9781442426641
Ishmael,Daniel Quinn,B000SEFH6A
Nine Stories,J.D. Salinger,9780316767729
The Unbecoming of Mara Dyer,Michelle Hodkin (Goodreads Author),B004IK988I
The Return of the King,J.R.R. Tolkien,9780345240347
All the Bright Places,Jennifer Niven (Goodreads Author),9780385755887
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer (Goodreads Author),9780385494786
Far From the Madding Crowd,"Thomas Hardy, Rosemarie Morgan (Editor/Introduction), Shannon Russell (Editor/Introduction)",9780141439655
The Zombie Room,R.D. Ronald,B01E4L4VEG
I Am Number Four,Pittacus Lore,9780061969553
Angelfall,Susan Ee (Goodreads Author),B008ELHBAO
Dead to the World,Charlaine Harris (Goodreads Author),9780441012183
Persuasion,"Jane Austen, Deidre Shauna Lynch (Introduction), James Kinsley (Editor)",9780192802637
The Bronze Horseman,Paullina Simons,B000FC10Y8
You Are Special,Max Lucado (Goodreads Author),9781859855423
Sabriel,Garth Nix (Goodreads Author),9780064471831
Cutting for Stone,Abraham Verghese (Goodreads Author),9780375414497
Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams (Illustrator)",9999999999999
Being and Time,Martin Heidegger,9780060638504
The Goose Girl,Shannon Hale (Goodreads Author),9781582349909
I Capture the Castle,Dodie Smith,9780312181109
The Last Lecture,Randy Pausch,B00139VU7E
Ignite Me,Tahereh Mafi,B00DB2YN0C
The Glass Menagerie,"Tennessee Williams, Robert Bray (Introduction)",9780811214049
Twelfth Night,William Shakespeare,9780743482776
The Darkest Minds,Alexandra Bracken (Goodreads Author),9781423157373
Invisible Monsters,Chuck Palahniuk (Goodreads Author),9780393355956
The Hours,Michael Cunningham (Goodreads Author),9780312305062
Drums of Autumn,Diana Gabaldon (Goodreads Author),9780525618737
Wicked Lovely,Melissa Marr (Goodreads Author),9780061214653
P.S. I Love You,Cecelia Ahern,9780786890750
Queen of Shadows,Sarah J. Maas (Goodreads Author),9781619636040
Hunted,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",9780312379827
World Without End,Ken Follett (Goodreads Author),9999999999999
A Christmas Carol,"Charles Dickens, Joe L. Wheeler (Contributor)",9781561797462
The Merchant of Venice,"William Shakespeare, Robert Jackson (Editor), Barbara A. Mowat (Editor), Paul Werstine (Editor)",9780743477567
The Last Unicorn,Peter S. Beagle (Goodreads Author),9780451450524
Slammed,Colleen Hoover (Goodreads Author),9999999999999
Little House in the Big Woods,"Laura Ingalls Wilder, Garth Williams (Illustrator)",9780060885373
Hyperion,"Dan Simmons, Gary Ruddell (Illustrator)",9780553283686
No Country for Old Men,Cormac McCarthy,9780375706677
The Bean Trees,Barbara Kingsolver,9780812474947
The Raven Boys,Maggie Stiefvater (Goodreads Author),9780545424929
The Bad Beginning,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",9780439206471
Cyrano de Bergerac,"Edmond Rostand, Eteel Lawson (Introduction), Lowell Bair (Translation)",9780451528926
Speaker for the Dead,Orson Scott Card,9780812550757
The Westing Game,Ellen Raskin,9780142401200
Interpreter of Maladies,Jhumpa Lahiri,9780618101368
The Red Pyramid,Rick Riordan (Goodreads Author),9781423113386
We Were Liars,E. Lockhart (Goodreads Author),9999999999999
The Goldfinch,Donna Tartt,9780316055437
All the King's Men,Robert Penn Warren,9780156004800
Julius Caesar,"William Shakespeare, Roma Gill",9780198320272
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar (Goodreads Author),9781982205683
Anne of Avonlea,L.M. Montgomery,9780553213140
A Dog's Purpose,W. Bruce Cameron (Goodreads Author),9780765326263
Peace Like a River,Leif Enger,9780802139252
We Need to Talk About Kevin,Lionel Shriver (Goodreads Author),9780061124297
The Silver Chair,"C.S. Lewis, Pauline Baynes (Illustrator)",9999999999999
A Monster Calls,Patrick Ness,9781406361803
The Wasp Factory,Iain Banks,9780684853154
The Art of War,"Sun Tzu, Thomas Cleary (Translator), Pulat Otkan (Translator), Giray Fidan (Translator)",9781590302255
Poison Study,Maria V. Snyder (Goodreads Author),9780778324331
Mythology,"Edith Hamilton, Steele Savage (Illustrator)",9780316341516
The Two Towers,"J.R.R. Tolkien, Peter S. Beagle (Goodreads Author) (Introduction)",9780618346264
One Day in the Life of Ivan Denisovich,"Aleksandr Solzhenitsyn, H.T. Willetts (Translation)",9780374529529
The Secret,Rhonda Byrne,9999999999999
The Queen of the Damned,Anne Rice,9780345419620
Left Behind,"Tim LaHaye, Jerry B. Jenkins",9780842342704
The Eyre Affair,Jasper Fforde (Goodreads Author),9780142001806
Inheritance,Christopher Paolini (Goodreads Author),9780375856112
Before I Fall,Lauren Oliver (Goodreads Author),9780061726811
The Talisman,"Stephen King (Goodreads Author), Peter Straub (Goodreads Author)",9780375507779
Where She Went,Gayle Forman (Goodreads Author),9780525422945
Prince Caspian,C.S. Lewis,9780007202300
The Memory Keeper's Daughter,Kim Edwards (Goodreads Author),9780143037149
The Knife of Never Letting Go,Patrick Ness,9780763676186
Shadowfever,Karen Marie Moning (Goodreads Author),9780385341677
Gone,Michael Grant (Goodreads Author),9780061448768
Native Son,Richard Wright,9780060837563
Seabiscuit: An American Legend,Laura Hillenbrand,9780345465085
The Blind Assassin,Margaret Atwood (Goodreads Author),9999999999999
The Killer Angels,Michael Shaara,9780345348104
Foucault's Pendulum,"Umberto Eco, William Weaver (Translator)",9780156032971
The Scorch Trials,James Dashner (Goodreads Author),9780385738750
Darkfever,Karen Marie Moning (Goodreads Author),9780385339155
The History of Love,Nicole Krauss,9780393328622
If on a Winter's Night a Traveler,"Italo Calvino, William Weaver (Translator)",9780088619451
Sense and Sensibility,"Jane Austen, Tony Tanner (Introduction), Ros Ballaster (Introduction/Editor)",9999999999999
Pretties,Scott Westerfeld (Goodreads Author),9780689865398
The Bourne Identity,Robert Ludlum,9780752864327
Words of Radiance,Brandon Sanderson (Goodreads Author),9780765326362
Possession,A.S. Byatt,9780679735908
Gravity's Rainbow,Thomas Pynchon,9780143039945
A People's History of the United States,Howard Zinn,9780060838652
I Am Legend and Other Stories,Richard Matheson,9780312865047
A Brief History of Time,Stephen Hawking,9780553380163
